ID X Y Label
1,433.01839791604175,189.46530308122786,Adams
2,150.19104361555276,287.17775433908145,Allen
3,242.37672947340542,85.77247249621811,Ashland
4,230.42271437411154,114.29911545759435,Ashtabula
5,181.69063515511422,207.6567934654694,Athens
6,513.6495100618272,305.6596072315908,Auglaize
7,115.31504855392853,598.5552262165382,Belmont
8,30.39829746049547,23.59929389631108,Brown
9,447.48732294335866,194.2469497135006,Butler
10,206.898707198564,504.6276161454739,Carroll
11,567.1520126348123,80.49052008994057,Champaign
12,501.25906669870744,42.69616190153278,Clark
13,532.3918842113965,256.9075553192165,Clermont
14,234.3257157043653,166.73016778803142,Clinton
15,309.74852384517146,535.973473873945,Columbiana
16,410.0917596346823,26.417559730049245,Coshocton
17,353.1200958681782,554.1586285539463,Crawford
18,396.27446761749974,165.36725646655742,Cuyahoga
19,257.24782358615477,484.60182020014014,Darke
20,509.8639750913564,90.55034952402067,Defiance
21,426.1873641047186,410.06661710104436,Delaware
22,24.219780724234784,592.6823336309401,Erie
23,247.21965375395138,569.5588473614624,Fairfield
24,246.26465303183076,300.11335563418334,Fayette
25,588.401430295404,72.64904177043657,Franklin
26,488.58729072901906,589.2436298178717,Fulton
27,572.896506002055,0.3211260048176179,Gallia
28,222.70624354443098,145.52554929495165,Geauga
29,508.55650758476656,154.72113235798685,Greene
30,446.699562267209,341.4089964088806,Guernsey
31,60.51686656271802,387.99093371692015,Hamilton
32,474.79238437370134,416.5008862192853,Hancock
33,525.8670398795888,21.98089727232828,Hardin
34,526.3566759188608,491.0026413645182,Harrison
35,251.53271068314362,62.99043626210117,Henry
36,182.42574482423947,163.45130296615295,Highland
37,71.35506511175682,151.22403333325397,Hocking
38,120.40860409294085,205.39450624855687,Holmes
39,439.5108426720563,590.217156225866,Huron
40,446.43341668152397,32.41130331816768,Jackson
41,335.8178690857805,473.304730191686,Jefferson
42,144.91686243208935,70.93447081230981,Knox
43,4.132522126836591,46.33710722569793,Lake
44,21.66667921775549,147.04976163980288,Lawrence
45,448.3485747618916,447.9925417644546,Licking
46,225.30444739902327,206.80890297541296,Logan
47,76.12522180260099,191.33247236330791,Lorain
48,37.554124393838315,513.978004352682,Lucas
49,215.23089176738614,221.92974374474892,Madison
50,196.9770754040318,353.1560524601105,Mahoning
